character,dialog,episode,season
Azula,"I'm talking about conquering the whole Earth Kingdom.  For one hundred years, the Fire Nation has hammered away at Ba Sing Se from the outside.  But now we're on the inside, and we can take it by ourselves.",19.0,2.0
Ty Lee," Gosh, you're so confident. I really admire that about you.",19.0,2.0
Azula,"From the inside, we're in perfect position to organize a coup and overthrow the Earth King. The key is the Dai Li. Whoever controls the Dai Li  controls Ba Sing Se.",19.0,2.0
Pathik,"In order to master the Avatar State, you must open all the chakras. Aang, tell me everything you know about chakras.",19.0,2.0
Aang, What are chakras?,19.0,2.0
Pathik," Oh, I see. I guess we'll start with the basics.  The water flows through this creek, much like the energy flows through your body. As you see, there are several pools where the water swirls around before flowing on. These pools are like our chakras.",19.0,2.0
Aang,So chakras are pools of spiraling energy in our bodies?,19.0,2.0
Pathik,"Exactly. If nothing else were around, this creek would flow pure and clear. However, life is messy, and things tend to fall in the creek. And then what happens?",19.0,2.0
Aang,The creek can't flow?,19.0,2.0
Pathik,"Yes. But, if we open the ponds between the pools ... ",19.0,2.0
Aang,The energy flows! ,19.0,2.0
Pathik,"There are seven chakras that go up the body. Each pool of energy has a purpose, and can be blocked by a specific kind of emotional muck. Be warned, opening the chakras is an intense experience, and once you begin the process, you cannot stop until all seven are open. Are you ready?",19.0,2.0
Aang, I'll do whatever it takes.,19.0,2.0
Pathik,"First we will open the Earth Chakra, located at the base of the spine. It deals with survival, and is blocked by fear. What are you most afraid of? Let your fears become clear to you.",19.0,2.0
Pathik,"Aang, your vision is not real. You are concerned for your survival, but you must surrender those fears. Let your fears flow down the creek.  You have opened your Earth Chakra! ",19.0,2.0
Pathik,Next is the ...,19.0,2.0
Aang,Water Chakra?,19.0,2.0
Pathik,"Brilliant! Maybe one day you will be a guru too! This chakra deals with pleasure and is blocked by guilt. Now, look at all the guilt with burdens you so. What do you blame yourself for?",19.0,2.0
Aang, I ran away.  I hurt all of those people.,19.0,2.0
Pathik,"Accept the reality that these things happened, but do not let them cloud and poison your energy. If you are to be a positive influence on the world, you need to forgive yourself. ",19.0,2.0
Hakoda,This bay leads directly to the outskirts of Ba Sing Se. We've been using these tangle mines to stop the Fire Nation ships from getting through.,19.0,2.0
Bato, Your father invented tangle mines himself.,19.0,2.0
Sokka,"Destructive? Buoyant? And ...  Aggh, ehhh! Terrible smelling!",19.0,2.0
Hakoda,"Very perceptive. The mines are filled with skunk fish and seaweed. When a ship detonates the mine, the seaweed tangles up the propeller and the foul smell forces people to abandon the ship. I call it the ""stink and sink.""",19.0,2.0
Sokka," Good one, Dad!",19.0,2.0
Bato, You're definitely your father's son.,19.0,2.0
Warrior," Hakoda, our scouts have spotted four Fire Nation ships!",19.0,2.0
Hakoda,"Bato, get these mines loaded up! The rest of you men, prepare for battle!",19.0,2.0
Sokka,"Uhhh ... what should I do, Dad?",19.0,2.0
Hakoda,"Aren't you listening? I said, ""The rest of you men, get ready for battle"".",19.0,2.0
Iroh,"Who thought when we came to this city as refugees, that I'd end up owning my own tea shop? Follow your passion, Zuko, and life will reward you.",19.0,2.0
Zuko,"Congratulations, Uncle.",19.0,2.0
Iroh,I am very thankful.,19.0,2.0
Zuko,You deserve it. The Jasmine Dragon will be the best tea shop in the city.,19.0,2.0
Iroh,No. I'm thankful because you decided to share this special day with me. It means more than you know. ,19.0,2.0
Zuko,Now let's make these people some tea! ,19.0,2.0
Iroh," Yes, let's make some tea!",19.0,2.0
Pathik,"Third is the Fire Chakra, located in the stomach.",19.0,2.0
Aang, My Fire Chakra would like to eat something other than onion-banana juice.,19.0,2.0
Pathik," Good one! Moving on. This chakra deals with willpower, and is blocked by shame. What are you ashamed of?  What are your biggest disappointments in yourself?",19.0,2.0
Aang,I'm never going to firebend again. I can't.,19.0,2.0
Pathik,"You will never find balance if you deny this part of your life. You are the Avatar and therefore, you are a firebender.  Hmmm ... that chakra opened less like a flowing creek, and more like a ... burping bison.",19.0,2.0
Aang," Tastes like onions and bananas, but strangely something else. Pickles? ",19.0,2.0
Mai, I'm tired of wearing this girly disguise. I don't know how anyone could fight in this.,19.0,2.0
Ty Lee,Maybe that's why it was so easy to beat the Kyoshi Warriors and take their clothes. ,19.0,2.0
Mai,"How much longer do we have to serve the Earth King? If I have to clean up one more pile of bear poop, I'm going to throw up.",19.0,2.0
Ty Lee, Princess Azula promised we would go back to the Fire Nation as soon as we captured the Avatar. We just have to be patient.,19.0,2.0
Mai, Shush up! Do you want the whole palace to know we're Fire Nation?,19.0,2.0
Ty Lee,Sorry!,19.0,2.0
Azula,"Good work, girls. I'm sure the Dai Li will deliver the message.",19.0,2.0
Pathik,The fourth chakra is located in the heart. It deals with love and is blocked by grief.  Lay all your grief out in front of you.,19.0,2.0
Pathik,"You have indeed felt a great loss.  But love is a form of energy, and it swirls all around us.  The Air Nomads' love for you has not left this world. It is still inside of your heart, and is reborn in the form of new love.",19.0,2.0
Pathik,Let the pain flow away.  Very good.,19.0,2.0
Aang," Can I have some onion-banana juice, please?",19.0,2.0
Pathik,"The fifth in the chain is the Sound Chakra, located in the throat. It deals with truth and is blocked by lies. The ones we tell ourselves.",19.0,2.0
Katara (flashback),Why didn't you tell us you were the Avatar?,19.0,2.0
Aang,Because I never wanted to be.,19.0,2.0
Pathik,"You cannot lie about your own nature. You must accept that you are the Avatar.  Very good, Aang. You have opened the chakra of truth.",19.0,2.0
Pathik,"The sixth pool of energy is the light chakra, located in the center of the forehead. It deals with insight and is blocked by illusion. The greatest illusion of this world is the illusion of separation. Things you think are separate and different are actually one in the same.",19.0,2.0
Aang, Like the four nations.,19.0,2.0
Pathik," Yes. We are all one people,  but we live as if divided.",19.0,2.0
Aang,We're all connected. Everything is connected.,19.0,2.0
Pathik,"That's right! Even the separation of the four elements is an illusion. If you open your mind, you will see that all the elements are one. Four parts of the same whole. Even metal is just a part of earth that has been purified and refined.",19.0,2.0
Toph," Come on, metal. Budge!  Wooo! Toph, you rule.",19.0,2.0
Katara,"What do you say, Momo? A cup of tea before we get back to the king?  Table for two, please.",19.0,2.0
Zuko,"Uncle! I need two jasmine, one green, and one lychee!",19.0,2.0
Iroh,I'm brewing as fast as I can!,19.0,2.0
Aang,"This is the last chakra, isn't it?",19.0,2.0
Pathik,"Yes. Once you open this chakra, you will be able to go in and out of the Avatar State at will and when you are in the Avatar State, you will have complete control and awareness of all your actions.",19.0,2.0
Aang, Let's do this.,19.0,2.0
Pathik,"The Thought Chakra is located at the crown of the head. It deals with pure cosmic energy, and is blocked by earthly attachment. Meditate on what attaches you to this world.  Now, let all of those attachments go. Let them flow down the river, forgotten.",19.0,2.0
Aang, What? Why would I let go of Katara? I ... I love her!,19.0,2.0
Pathik,"Learn to let her go, or you cannot let the pure cosmic energy flow in from the universe.",19.0,2.0
Aang,Why would I choose cosmic energy over Katara?  How could it be a bad thing that I feel an attachment to her? Three chakras ago that was a good thing!,19.0,2.0
Pathik,You must learn to let go. ,19.0,2.0
Katara,"Thank goodness you're here, Suki. Something terrible is going on. The Fire Nation has infiltrated the city, I just saw Prince Zuko and his uncle!  We have to tell the Earth King right away!",19.0,2.0
Azula,"Oh, don't worry, I'll be sure to let him know.",19.0,2.0
Azula," So, Zuzu's in the city, too? I think it's time for a family reunion. ",19.0,2.0
Aang,"I'm sorry, but I can't let go of Katara.",19.0,2.0
Pathik,"Aang, to master the Avatar State, you must open all the chakras. Surrender yourself.",19.0,2.0
Aang,"Okay, I'll try.",19.0,2.0
Pathik,Now think of your attachments and let them go. Let the pure cosmic energy flow.,19.0,2.0
Aang,Katara's in danger! I have to go! ,19.0,2.0
Pathik,"No, Aang! By choosing attachment, you have locked the chakra! If you leave now, you won't be able to go into the Avatar State at all!",19.0,2.0
Yu,It's another one her tricks!,19.0,2.0
Xin Fu,There's a giant hole in the box! How is that a trick!?,19.0,2.0
Toph, It's not! It's the real deal!,19.0,2.0
Toph, I am the greatest earthbender in the world! Don't you two dunderheads ever forget it! ,19.0,2.0
Xin Fu," I'm going to be stuck in here forever with you, aren't I?",19.0,2.0
Yu,I have to go the bathroom. ,19.0,2.0
Hakoda,Ready to go knock some Fire Nation heads?,19.0,2.0
Sokka,"You don't know how much this means to me, Dad. I'll make you proud and I'll finally prove to you what a great warrior I am.",19.0,2.0
Hakoda," Sokka, you don't have to prove anything to me. I'm already proud of you and I've always known you're a great warrior.",19.0,2.0
Sokka,Really?,19.0,2.0
Hakoda,Why do you think I trusted you to look after our tribe when I left?,19.0,2.0
Sokka,This can't be good news.,19.0,2.0
Azula,What is this about? Your agents show up in the middle of the night and drag me down here? You will not treat a Kyoshi Warrior this way!,19.0,2.0
Long Feng,"But you're not a Kyoshi Warrior, are you,  Princess Azula of the Fire Nation?",19.0,2.0
Azula,What do you want?,19.0,2.0
Long Feng,I want to make a deal. It's time that I regain control of Ba Sing Se and you have something I need.,19.0,2.0
Azula,Oh?,19.0,2.0
Long Feng,The Earth King's trust.,19.0,2.0
Azula,Why should I help you?,19.0,2.0
Long Feng,Because I can get you the Avatar.,19.0,2.0
Azula, I'm listening ...,19.0,2.0
Royal messenger,A message from the Royal Palace.,19.0,2.0
Iroh, I ... I can't believe it!,19.0,2.0
Zuko,"What is it, Uncle?",19.0,2.0
Iroh, Great news! We've been invited to serve tea to the Earth King! ,19.0,2.0
Sokka,"So, what kind of trouble is Katara in?",20.0,2.0
Aang,"I don't know. In my vision, I just knew she needed help.",20.0,2.0
Sokka,It would be nice if your Avatar powers could be just a little more specific from time to time.  What is that?,20.0,2.0
Sokka,Need a ride?,20.0,2.0
Azula," The Earth King and the Council of Five do not trust the Dai Li. They imprisoned your leader, Long Feng. Soon they will turn on all of you and eliminate you. Seizing power today is a matter of life and death.  This coup must be swift and decisive. The Earth King and each of the five generals must be taken out simultaneously. Long Feng has placed you in my command while we overthrow the government.  If I sense any disloyalty, any hesitation, any weakness at all,  I will snuff it out.  That is all.",20.0,2.0
Ty Lee,"Nice speech, Azula. It was pretty and poetic, but also scary in a good way. ",20.0,2.0
Mai, Yeah. I thought you were going to make that one guy pee his pants.,20.0,2.0
Azula,"There are still a few loose ends. The Avatar, and my brother and uncle.",20.0,2.0
Iroh,"Many times I imagined myself here, at the threshold of the palace.  But I always thought I would be here as a conqueror. Instead, we are the Earth King's personal guests, here to serve him tea. Destiny is a funny thing.",20.0,2.0
Zuko,"It sure is, Uncle.",20.0,2.0
Toph,So how did it go with the guru? Did you master the Avatar State?,20.0,2.0
Aang,Uh ...,20.0,2.0
Pathik,"If you leave now, you won't be able to go into the Avatar State at all!",20.0,2.0
Sokka,"Aang, are you okay?",20.0,2.0
Aang,I'm great! It went great with the guru. I completely mastered the Avatar State.  Yeah.,20.0,2.0
Zuko,What's taking so long?,20.0,2.0
Iroh,Maybe the Earth King overslept.,20.0,2.0
Zuko,Something's not right.,20.0,2.0
Azula,It's tea time!,20.0,2.0
Zuko, Azula!,20.0,2.0
Azula,"Have you met the Dai Li? They're earthbenders, but they have a killer instinct that's  so  firebender. I just love it.",20.0,2.0
Iroh,"Did I ever tell you how I got the nickname ""The Dragon of the West""?",20.0,2.0
Azula,"I'm not interested in a lengthy anecdote, Uncle. ",20.0,2.0
Iroh,"It's more of a demonstration, really.",20.0,2.0
Iroh,Come on! You'll be fine!,20.0,2.0
Zuko,No! I'm tired of running! It's time I faced Azula!,20.0,2.0
Azula,You're  so  dramatic. What? Are you going to challenge me to an Agni Kai?,20.0,2.0
Zuko,Yes! I challenge you!,20.0,2.0
Azula,No thanks.,20.0,2.0
Kuei,Katara's fine. You have nothing to worry about.,20.0,2.0
Aang,"But, in my vision, I felt so sure she was in trouble.",20.0,2.0
Kuei,"Well, she met with the Council of Generals to plan the invasion, and since then, she been off with your friends, the Kyoshi Warriors.",20.0,2.0
Sokka,"See, Aang? She's with Suki. They're probably back at our apartment right now talking about make-up or something.",20.0,2.0
Aang,Okay. Maybe you're right.,20.0,2.0
Kuei,"Believe me, if there was any danger at all, Bosco's animal instincts would sense it.",20.0,2.0
Dai Li agent,You've got company.,20.0,2.0
Katara,Zuko!,20.0,2.0
Aang,Momo!,20.0,2.0
Toph,There's no one else here.,20.0,2.0
Aang,Katara  is  in trouble! I knew it!,20.0,2.0
Sokka,"Oh, no!",20.0,2.0
Toph,"Wait! Someone's at the door.  Actually, I know who it is. It's an old friend of mine.  Glad to see you're okay.",20.0,2.0
Iroh,I need your help.,20.0,2.0
Aang,You guys know each other?,20.0,2.0
Toph,I met him in the woods once and knocked him down.  Then he gave me some tea and some very good advice.,20.0,2.0
